wave_Ang,beta_estimator,uncertainty
8079.036345628906,0.9990296494688419,0.8
8079.095831454324,0.998730164388268,0.8
8079.155309947934,0.9984302625852212,0.8
8079.214780978248,0.9981299442557527,0.8
8079.2742445432295,0.9978292089443046,0.038301564749008477
8079.333700640825,0.9975280561951672,0.00866099031903669
8079.39314926898,0.9972265039576222,0.8
8079.452590425653,0.996924671499587,0.007797142338950481
8079.512024108814,0.9966227930169134,0.8
8079.571450316407,0.9963210716638309,0.00854321578355027
8079.630869046416,0.9960197090801466,0.007967595604140034
8079.690280296804,0.9957189606976748,0.8
8079.74968406553,0.9954190004494898,0.009624337771328442
8079.809080350585,0.9951199260777437,0.8
8079.868469149924,0.9948218170428418,0.008305198869001244
8079.927850461556,0.9945247097720675,0.8
8079.987224283426,0.994228729143233,0.010247765615492187
8080.046590613551,0.9939340985476428,0.011024102871009694
8080.105949449906,0.9936411044273563,0.007415413997659291
8080.1653007904815,0.9933500115338938,0.007504733787445836
8080.224644633271,0.9930610693881499,0.8
8080.283980976268,0.9927746006300731,0.008381105569604254
8080.343309817485,0.9924909675647791,0.8
8080.402631154901,0.9922104158696947,0.008962609209787866
8080.461944986543,0.9919330720519803,0.009639233401255757
8080.521251310411,0.9916590021561569,0.006914504544163872
8080.58055012451,0.9913881661056103,0.0070508450619122375
8080.639841426861,0.9911204766688706,0.008631513588316429
8080.6991252154685,0.9908559506789367,0.8
8080.758401488362,0.9905946231711504,0.008531309951509792
8080.81767024356,0.9903364273641864,0.008818461758803025
8080.876931479085,0.990081109635812,0.008054307934021416
8080.936185192966,0.9898283224891338,0.009696380298453083
8080.995431383237,0.9895777803564578,0.005615327572308321
8081.054670047926,0.9893292324900949,0.007832060420137746
8081.113901185075,0.9890824405604257,0.8
8081.173124792704,0.9888372233418772,0.008016421006679491
8081.232340868881,0.9885934513608299,0.008133044303190843
8081.291549411623,0.9883510045433206,0.8
8081.350750418992,0.9881097662396052,0.009370478300685114
8081.409943889039,0.9878696607474375,0.8
8081.469129819803,0.9876306590420563,0.008760671621844955
8081.528308209354,0.9873928681650193,0.0061465843817801406
8081.587479055744,0.987156364236514,0.009202846307189252
8081.646642357032,0.9869210611644257,0.008868983113103848
8081.70579811128,0.9866867733974822,0.007455532885287861
8081.7649463165635,0.9864533595426312,0.008685478185970347
8081.82408697094,0.9862207598989721,0.0074700281863559325
8081.883220072485,0.9859889583754033,0.8
8081.942345619262,0.9857578977121784,0.005669719998502808
8082.00146360937,0.9855274727603978,0.008027119520826947
8082.060574040874,0.9852977455707213,0.008266188565514952
8082.119676911856,0.98506880349129,0.008273956041113913
8082.178772220416,0.984840840678205,0.006366646612671614
8082.237859964624,0.984614051562803,0.007255848763663509
8082.296940142578,0.9843886101253383,0.8
8082.356012752366,0.9841646366467693,0.007093916454584335
8082.415077792094,0.9839422276735399,0.008309071145795167
8082.474135259856,0.9837215178798737,0.8
8082.533185153743,0.9835026443268782,0.006026852561755729
8082.592227471877,0.9832856823498042,0.009363467990846638
8082.651262212361,0.9830706580060313,0.8
8082.7102893732945,0.9828575428356481,0.006686088244802765
8082.769308952796,0.9826463247200601,0.008986450546524747
8082.828320948988,0.9824369796622556,0.0081559713315885
8082.887325359973,0.98222944996053,0.8
8082.9463221838805,0.982023706397515,0.010038543978283278
8083.005311418829,0.9818198482241223,0.006061778180145332
8083.064293062956,0.9816179733842625,0.009020691048135345
8083.123267114375,0.9814180666140282,0.007554540921934205
8083.182233571227,0.9812200463163685,0.008188406054215185
8083.241192431647,0.9810237877026702,0.8
8083.3001436937575,0.9808291906125697,0.006925706275270821
8083.359087355717,0.9806362082383182,0.8
8083.4180234156465,0.980444838027902,0.007689608061977846
8083.4769518717085,0.9802550397323011,0.007736402724185185
8083.5358727220455,0.9800666505491926,0.007612123280649561
8083.594785964806,0.9798794674642886,0.8
8083.653691598133,0.9796931616439815,0.008523833438518324
8083.712589620203,0.9795073314163028,0.008621967747042977
8083.771480029156,0.979321567245679,0.8
8083.8303628231515,0.9791354660567912,0.011933258080545042
8083.889238000362,0.97894861452045,0.006477790199763667
8083.948105558956,0.9787606348773488,0.006412539321770273
8084.006965497095,0.9785712175359458,0.007767562990980954
8084.0658178129515,0.9783801100528557,0.008257256293356913
8084.124662504697,0.9781870842479372,0.8
8084.183499570506,0.9779919991614485,0.008295237570366688
8084.242329008566,0.9777947793620023,0.007255142266355438
8084.301150817055,0.9775952815411437,0.008207479498547634
8084.35996499416,0.9773932873324065,0.008452972566112544
8084.418771538059,0.9771886529181324,0.8
8084.477570446942,0.9769813790254056,0.008618591219176384
8084.536361719015,0.9767714793392224,0.013343150915893059
8084.595145352456,0.9765591245023324,0.007804201387031676
8084.653921345481,0.9763446013014936,0.8
8084.712689696267,0.976128225950506,0.007137881194416445
8084.771450403032,0.9759103854407294,0.007334627274512003
8084.830203463985,0.9756915064317035,0.8
8084.888948877315,0.9754719780647201,0.009149921573781878
8084.947686641246,0.9752520993960752,0.008247061817326784
8085.006416753991,0.975032138833003,0.007314662882686555
8085.0651392137715,0.9748122545431692,0.8
8085.123854018786,0.974592530881639,0.007447721037656753
8085.182561167274,0.9743730929750165,0.8
8085.241260657443,0.9741539271644819,0.008166585184612949
8085.299952487529,0.9739349396707575,0.007703510465460169
8085.358636655764,0.9737159651726892,0.00955775384965744
8085.417313160374,0.9734968177786834,0.006785771347900706
8085.475981999594,0.9732773659574172,0.8
8085.534643171647,0.9730575462382967,0.0074880843544856395
8085.593296674788,0.9728372465461939,0.007387626477142413
8085.6519425072565,0.972616292817579,0.006974512501976945
8085.710580667298,0.9723944828613775,0.008091892776580595
8085.76921115315,0.9721716487575258,0.8
8085.827833963062,0.9719475105155788,0.007183200592416345
8085.8864490952965,0.9717217365017086,0.8
8085.945056548089,0.9714939653158035,0.007422955957675977
8086.00365631972,0.9712638042528305,0.8
8086.062248408425,0.9710306980095447,0.006112395977521206
8086.120832812487,0.9707941170963204,0.004998044811188324
8086.179409530158,0.9705536088086455,0.007178801938890788
8086.237978559709,0.970308911224381,0.8
8086.296539899399,0.97005986195501,0.0073604332709177565
8086.35509354752,0.9698063313039165,0.008749042774371475
8086.413639502329,0.9695482006427505,0.8
8086.472177762103,0.9692853997783026,0.007500822324188148
8086.530708325126,0.9690178770964928,0.0076823508928310314
8086.5892311896905,0.9687456862478165,0.007742636076185991
8086.647746354071,0.9684689257068038,0.8
8086.706253816549,0.9681876739249753,0.006798301983681861
8086.764753575428,0.9679020074517006,0.8
8086.823245628979,0.9676120847602783,0.00787664352060498
8086.881729975518,0.9673180812287421,0.005708780213925024
8086.940206613334,0.9670201440652044,0.008397193987670198
8086.998675540729,0.966718567158241,0.8
8087.057136755991,0.9664137197804075,0.008504277791782963
8087.115590257452,0.9661059250949529,0.8
8087.174036043385,0.9657954663079544,0.006621522606874447
8087.2324741121265,0.9654826562559173,0.006605886310012424
8087.290904461979,0.9651679985212831,0.8
8087.34932709125,0.9648522628417049,0.008933869236487936
8087.407741998266,0.9645363460478529,0.008547167496793993
8087.466149181352,0.9642209955222278,0.008195339361077565
8087.524548638815,0.9639067124712164,0.8
8087.58294036898,0.9635938931590453,0.012530093178691607
8087.641324370195,0.9632829518765811,0.8
8087.699700640756,0.9629743919844622,0.008663435710244622
8087.758069179023,0.9626686773895607,0.0078043604041143685
8087.816429983328,0.962366170292571,0.8
8087.874783051985,0.9620671832433936,0.0073250316082783444
8087.933128383358,0.9617721387753044,0.8
8087.991465975765,0.961481445435711,0.009656287717254748
8088.049795827575,0.9611955481634049,0.006804608327468261
8088.108117937119,0.9609148823842042,0.006979755169027226
8088.166432302756,0.9606398830700891,0.8
8088.224738922816,0.9603709728424428,0.007523778330690547
8088.283037795684,0.960108488941771,0.8
8088.3413289196915,0.95985260379573,0.007059211116778215
8088.399612293207,0.9596033503725061,0.005317699244509339
8088.457887914591,0.9593607405216908,0.006500331624777347
8088.516155782212,0.9591247782775576,0.007794535672643018
8088.574415894427,0.9588954746759009,0.8
8088.632668249599,0.9586726660054432,0.005593108074193442
8088.6909128461175,0.9584561205302031,0.006783013683424714
8088.74914968234,0.9582456886955151,0.8
8088.807378756645,0.9580413538246852,0.007524564435924082
8088.865600067423,0.9578429532368227,0.005893338416235578
8088.9238136130425,0.9576502505120765,0.8
8088.9820193918795,0.9574630619777076,0.008040316115138172
8089.040217402334,0.9572812373521082,0.007740655824281061
8089.098407642791,0.9571046321845551,0.006404395600932068
8089.156590111635,0.9569330503909605,0.8
8089.214764807257,0.9567663559931625,0.0060079235999350965
