wavelength_Angstrom,blaze_2021,blaze_Goldilocks
8079.036345629013,0.0,0.0
8079.095831454183,0.0,0.0
8079.155309947684,0.0,0.0
8079.214780978453,2.9178057190626027e-10,0.0
8079.274244543172,0.08593185075415305,0.09518462248058196
8079.33370064054,0.08554783717922881,0.09541355223701316
8079.393149269262,0.08617387362604342,0.09564286980893631
8079.452590425947,0.08628673629187159,0.09587257215685302
8079.5120241087025,0.08666724956264629,0.09610265624126478
8079.5714503167765,0.08659100760434166,0.09633311902267315
8079.630869046242,0.08682120628168889,0.09656395746157966
8079.690280296414,0.0869606358332036,0.09679516851848585
8079.749684065579,0.08739516327496713,0.09702674915389328
8079.809080350756,0.08751962095306601,0.09725869632830346
8079.868469150252,0.08777346662743202,0.09749100700221795
8079.927850461142,0.08788685823193933,0.0977236781361383
8079.987224283174,0.08824694614028034,0.09795670669056603
8080.04659061332,0.08833789189250597,0.09819008962600267
8080.105949450165,0.08855431578919622,0.0984238239029498
8080.165300790316,0.08860103362879332,0.09865790648190893
8080.2246446331055,0.08900634957598925,0.0988923343233816
8080.283980976407,0.08907656030825428,0.09912710438786937
8080.3433098177165,0.0894313206985408,0.09936221363587375
8080.40263115469,0.08942843058799721,0.0995976590278963
8080.46194498626,0.09003276066304808,0.09983343752443857
8080.521251310141,0.09006737373724974,0.10006954608600208
8080.58055012475,0.09039201238565063,0.10030598167308838
8080.639841426577,0.09039594127337969,0.100542741246199
8080.699125215413,0.0908047531778096,0.10077982176583551
8080.758401488502,0.09067888596016346,0.1010172201924994
8080.8176702433375,0.09108720432930023,0.10125493348669226
8080.8769314791925,0.0911905822496257,0.10149295860891559
8080.936185192728,0.09167164703905735,0.10173129251967097
8080.9954313835715,0.09184516420640605,0.10196993217945992
8081.054670047523,0.09202670682628646,0.10220887454878395
8081.113901184902,0.0920017343555656,0.10244811658814466
8081.173124792465,0.09246565843404796,0.10268765525804355
8081.232340868664,0.09252940807422338,0.10292748751898217
8081.291549412025,0.09291104009648407,0.10316761033146206
8081.350750418786,0.09297482080916028,0.10340802065598476
8081.409943889343,0.09338754161357782,0.1036487154530518
8081.469129819544,0.09337741343869835,0.10388969168316474
8081.528308209135,0.09374212853251346,0.10413094630682511
8081.587479055428,0.0937436276288685,0.10437247628453447
8081.646642357104,0.09441867452873233,0.10461427857679431
8081.705798111468,0.09426449372212552,0.10485635014410621
8081.764946316823,0.09469273989583318,0.1050986879469717
8081.82408697117,0.09478703729943776,0.10534128894589233
8081.8832200727165,0.09513766754130586,0.10558415010136964
8081.942345619209,0.09528214744012908,0.10582726837390515
8082.001463609205,0.09554339857430269,0.10607064072400041
8082.060574041196,0.09576438950530747,0.10631426411215697
8082.119676912101,0.09609372725771605,0.10655813549887634
8082.178772220389,0.09595375597544784,0.1068022518446601
8082.237859964466,0.09639227703132287,0.10704661011000977
8082.296940142386,0.09653285106261317,0.1072912072554269
8082.356012752287,0.09699682289748279,0.10753604024141301
8082.4150777923605,0.0969340889616792,0.10778110602846966
8082.474135259578,0.09737387177226312,0.10802640157709839
8082.533185154072,0.09750027131401123,0.10827192384780072
8082.592227471984,0.09791118273580603,0.10851766980107821
8082.651262212515,0.09776263726693622,0.1087636363974324
8082.710289373518,0.09821879180393694,0.10900982059736483
8082.769308952645,0.09823316922436243,0.10925621936137701
8082.828320948795,0.09871811203066704,0.10950282964997053
8082.887325359636,0.09888507769153064,0.10974964842364689
8082.946322184026,0.09926257966542039,0.10999667264290765
8083.005311418708,0.09929203134680542,0.11024389926825436
8083.0642930627255,0.09956512294418417,0.11049132526018851
8083.123267114193,0.09966521142378255,0.1107389475792117
8083.182233571523,0.10012425803713708,0.11098676318582544
8083.241192431739,0.10018322568512898,0.11123476904053128
8083.300143694028,0.10061011400962254,0.11148296210383073
8083.359087355532,0.10057708368130097,0.11173133933622538
8083.418023415387,0.10097593195549902,0.11197989769821676
8083.476951871478,0.10098620534186231,0.11222863415030637
