# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Wed Jun  5 17:54:41 2024
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2 Rayleigh CIA
1.417241215e+00 3.34509e-10 1.13007e-09 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96581e-01 1.00000e+00 1.00000e+00 9.96922e-01 2.97847e-01
1.417255387e+00 7.99138e-17 2.70445e-16 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.86715e-01 1.00000e+00 1.00000e+00 9.96922e-01 2.98300e-01
1.417269560e+00 2.63236e-19 8.87533e-19 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.89766e-01 1.00000e+00 1.00000e+00 9.96922e-01 2.98753e-01
1.417283732e+00 2.85741e-11 9.60175e-11 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96087e-01 1.00000e+00 1.00000e+00 9.96922e-01 2.99207e-01
1.417297905e+00 2.62554e-08 8.79720e-08 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98288e-01 1.00000e+00 1.00000e+00 9.96922e-01 2.99662e-01
1.417312078e+00 4.44405e-07 1.48741e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98486e-01 1.00000e+00 1.00000e+00 9.96922e-01 3.00118e-01
1.417326251e+00 1.33634e-06 4.46952e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97707e-01 1.00000e+00 1.00000e+00 9.96922e-01 3.00575e-01
1.417340425e+00 1.56026e-06 5.21780e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96424e-01 1.00000e+00 1.00000e+00 9.96922e-01 3.01032e-01
1.417354598e+00 9.67067e-07 3.22529e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97730e-01 1.00000e+00 1.00000e+00 9.96923e-01 3.01489e-01
1.417368772e+00 3.20011e-07 1.06538e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97915e-01 1.00000e+00 1.00000e+00 9.96923e-01 3.01948e-01
1.417382945e+00 5.20347e-08 1.73069e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97255e-01 1.00000e+00 1.00000e+00 9.96923e-01 3.02407e-01
1.417397119e+00 1.79871e-08 5.97237e-08 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97854e-01 1.00000e+00 1.00000e+00 9.96923e-01 3.02867e-01
1.417411293e+00 3.63032e-09 1.20192e-08 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99181e-01 1.00000e+00 1.00000e+00 9.96923e-01 3.03328e-01
1.417425467e+00 2.58898e-10 8.55918e-10 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98950e-01 1.00000e+00 1.00000e+00 9.96923e-01 3.03789e-01
1.417439641e+00 1.56208e-11 5.15771e-11 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98707e-01 1.00000e+00 1.00000e+00 9.96923e-01 3.04251e-01
1.417453816e+00 3.94245e-13 1.30036e-12 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98763e-01 1.00000e+00 1.00000e+00 9.96923e-01 3.04714e-01
1.417467990e+00 1.86505e-15 6.13929e-15 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99115e-01 1.00000e+00 1.00000e+00 9.96924e-01 3.05177e-01
1.417482165e+00 1.12780e-18 3.70655e-18 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98901e-01 1.00000e+00 1.00000e+00 9.96924e-01 3.05641e-01
1.417496340e+00 2.16217e-23 7.10113e-23 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98522e-01 1.00000e+00 1.00000e+00 9.96924e-01 3.06106e-01
1.417510515e+00 3.28585e-30 1.07713e-29 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98639e-01 1.00000e+00 1.00000e+00 9.96924e-01 3.06572e-01
1.417524690e+00 3.59079e-41 1.17579e-40 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97510e-01 1.00000e+00 1.00000e+00 9.96924e-01 3.07038e-01
1.417538865e+00 2.13226e-60 6.97733e-60 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98015e-01 1.00000e+00 1.00000e+00 9.96924e-01 3.07505e-01
1.417553041e+00 2.77659e-98 9.06924e-98 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98159e-01 1.00000e+00 1.00000e+00 9.96924e-01 3.07973e-01
1.417567216e+00 1.12434e-186 3.66451e-186 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97525e-01 1.00000e+00 1.00000e+00 9.96924e-01 3.08441e-01
1.417581392e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96918e-01 1.00000e+00 1.00000e+00 9.96925e-01 3.08910e-01
1.417595568e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.92223e-01 1.00000e+00 1.00000e+00 9.96925e-01 3.09380e-01
1.417609744e+00 2.24956e-214 7.29839e-214 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.92663e-01 1.00000e+00 1.00000e+00 9.96925e-01 3.09851e-01
1.417623920e+00 1.06678e-116 3.44924e-116 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98338e-01 1.00000e+00 1.00000e+00 9.96925e-01 3.10322e-01
1.417638096e+00 1.07099e-93 3.45791e-93 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99197e-01 1.00000e+00 1.00000e+00 9.96925e-01 3.10794e-01
1.417652272e+00 9.69359e-81 3.12363e-80 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99387e-01 1.00000e+00 1.00000e+00 9.96925e-01 3.11267e-01
1.417666449e+00 1.27124e-77 4.09520e-77 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99173e-01 1.00000e+00 1.00000e+00 9.96925e-01 3.11740e-01
1.417680625e+00 1.21904e-106 3.92305e-106 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99144e-01 1.00000e+00 1.00000e+00 9.96925e-01 3.12215e-01
1.417694802e+00 5.73468e-62 1.83982e-61 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99345e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.12690e-01
1.417708979e+00 1.75961e-33 5.63488e-33 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99390e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.13165e-01
1.417723156e+00 8.70442e-23 2.78351e-22 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99473e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.13642e-01
1.417737334e+00 1.21617e-17 3.88357e-17 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99451e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.14119e-01
1.417751511e+00 1.07731e-14 3.43862e-14 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98959e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.14597e-01
1.417765688e+00 3.51208e-13 1.11998e-12 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98019e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.15075e-01
1.417779866e+00 3.45824e-13 1.10148e-12 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98371e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.15554e-01
1.417794044e+00 7.44263e-16 2.36829e-15 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97051e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.16034e-01
1.417808222e+00 6.85315e-38 2.17779e-37 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98673e-01 1.00000e+00 1.00000e+00 9.96926e-01 3.16515e-01
1.417822400e+00 4.16688e-17 1.32060e-16 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98177e-01 1.00000e+00 1.00000e+00 9.96927e-01 3.16997e-01
1.417836578e+00 3.92470e-10 1.24097e-09 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98501e-01 1.00000e+00 1.00000e+00 9.96927e-01 3.17479e-01
1.417850756e+00 4.29525e-08 1.35674e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98431e-01 1.00000e+00 1.00000e+00 9.96927e-01 3.17962e-01
1.417864935e+00 3.84498e-07 1.21260e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98612e-01 1.00000e+00 1.00000e+00 9.96927e-01 3.18446e-01
1.417879114e+00 9.72894e-07 3.06621e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97931e-01 1.00000e+00 1.00000e+00 9.96927e-01 3.18930e-01
1.417893292e+00 7.55247e-07 2.38402e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.94301e-01 1.00000e+00 1.00000e+00 9.96927e-01 3.19415e-01
1.417907471e+00 3.12126e-07 9.94857e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.83052e-01 1.00000e+00 1.00000e+00 9.96927e-01 3.19901e-01
1.417921650e+00 1.48423e-06 4.75118e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.77778e-01 1.00000e+00 1.00000e+00 9.96927e-01 3.20388e-01
1.417935830e+00 2.49617e-06 7.85996e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.92729e-01 1.00000e+00 1.00000e+00 9.96928e-01 3.20875e-01
1.417950009e+00 1.86604e-06 5.85301e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.95128e-01 1.00000e+00 1.00000e+00 9.96928e-01 3.21364e-01
1.417964189e+00 7.23858e-07 2.27109e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.92727e-01 1.00000e+00 1.00000e+00 9.96928e-01 3.21853e-01
1.417978368e+00 1.29325e-07 4.04752e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.95738e-01 1.00000e+00 1.00000e+00 9.96928e-01 3.22342e-01
1.417992548e+00 6.89716e-09 2.14836e-08 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98026e-01 1.00000e+00 1.00000e+00 9.96928e-01 3.22833e-01
1.418006728e+00 3.97758e-11 1.23654e-10 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98726e-01 1.00000e+00 1.00000e+00 9.96928e-01 3.23324e-01
1.418020908e+00 1.53279e-15 4.75696e-15 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98463e-01 1.00000e+00 1.00000e+00 9.96928e-01 3.23816e-01
1.418035088e+00 2.44265e-26 7.57770e-26 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.95886e-01 1.00000e+00 1.00000e+00 9.96928e-01 3.24309e-01
1.418049269e+00 2.64589e-61 8.20064e-61 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97716e-01 1.00000e+00 1.00000e+00 9.96929e-01 3.24802e-01
1.418063449e+00 4.71891e-49 1.45538e-48 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98779e-01 1.00000e+00 1.00000e+00 9.96929e-01 3.25296e-01
1.418077630e+00 3.88505e-33 1.19702e-32 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98913e-01 1.00000e+00 1.00000e+00 9.96929e-01 3.25791e-01
1.418091810e+00 8.34665e-33 2.57119e-32 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98820e-01 1.00000e+00 1.00000e+00 9.96929e-01 3.26287e-01
1.418105991e+00 6.70942e-43 2.06264e-42 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99008e-01 1.00000e+00 1.00000e+00 9.96929e-01 3.26783e-01
1.418120172e+00 7.17372e-85 2.20324e-84 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98053e-01 1.00000e+00 1.00000e+00 9.96929e-01 3.27281e-01
1.418134354e+00 3.33311e-78 1.02035e-77 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98744e-01 1.00000e+00 1.00000e+00 9.96929e-01 3.27779e-01
1.418148535e+00 1.06581e-37 3.26097e-37 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98704e-01 1.00000e+00 1.00000e+00 9.96929e-01 3.28277e-01
1.418162716e+00 1.20633e-25 3.68712e-25 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96526e-01 1.00000e+00 1.00000e+00 9.96930e-01 3.28777e-01
1.418176898e+00 3.19545e-16 9.73645e-16 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98756e-01 1.00000e+00 1.00000e+00 9.96930e-01 3.29277e-01
1.418191080e+00 2.06253e-11 6.27492e-11 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99096e-01 1.00000e+00 1.00000e+00 9.96930e-01 3.29778e-01
1.418205262e+00 4.74996e-09 1.44388e-08 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98995e-01 1.00000e+00 1.00000e+00 9.96930e-01 3.30280e-01
1.418219444e+00 1.50018e-07 4.55113e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99097e-01 1.00000e+00 1.00000e+00 9.96930e-01 3.30783e-01
1.418233626e+00 1.23286e-06 3.73543e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99181e-01 1.00000e+00 1.00000e+00 9.96930e-01 3.31286e-01
1.418247808e+00 3.74323e-06 1.13388e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98056e-01 1.00000e+00 1.00000e+00 9.96930e-01 3.31790e-01
1.418261991e+00 3.76563e-06 1.14012e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96986e-01 1.00000e+00 1.00000e+00 9.96930e-01 3.32295e-01
1.418276173e+00 4.03417e-07 1.21995e-06 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97337e-01 1.00000e+00 1.00000e+00 9.96931e-01 3.32801e-01
1.418290356e+00 9.77027e-11 2.94273e-10 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98388e-01 1.00000e+00 1.00000e+00 9.96931e-01 3.33307e-01
1.418304539e+00 8.33284e-08 2.51052e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97682e-01 1.00000e+00 1.00000e+00 9.96931e-01 3.33814e-01
1.418318722e+00 7.90568e-08 2.37899e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97146e-01 1.00000e+00 1.00000e+00 9.96931e-01 3.34322e-01
1.418332905e+00 3.49170e-06 1.04633e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99137e-01 1.00000e+00 1.00000e+00 9.96931e-01 3.34831e-01
1.418347089e+00 3.13189e-05 9.37319e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99315e-01 1.00000e+00 1.00000e+00 9.96931e-01 3.35341e-01
1.418361272e+00 3.95985e-05 1.18352e-04 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99357e-01 1.00000e+00 1.00000e+00 9.96931e-01 3.35851e-01
1.418375456e+00 4.37987e-05 1.30729e-04 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99040e-01 1.00000e+00 1.00000e+00 9.96931e-01 3.36362e-01
1.418389639e+00 1.07249e-04 3.19649e-04 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98970e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.36874e-01
1.418403823e+00 9.34321e-05 2.78014e-04 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99248e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.37387e-01
1.418418007e+00 2.09136e-05 6.21605e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98862e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.37900e-01
1.418432192e+00 1.11070e-05 3.29691e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98705e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.38415e-01
1.418446376e+00 9.91858e-06 2.93772e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99080e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.38888e-01
1.418460560e+00 3.57171e-05 1.05727e-04 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98649e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.39316e-01
1.418474745e+00 3.54303e-05 1.04771e-04 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98444e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.39744e-01
1.418488930e+00 1.73966e-05 5.13811e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98521e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.40173e-01
1.418503115e+00 3.83666e-06 1.13222e-05 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97741e-01 1.00000e+00 1.00000e+00 9.96932e-01 3.40602e-01
1.418517300e+00 6.36613e-08 1.87895e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97541e-01 1.00000e+00 1.00000e+00 9.96933e-01 3.41032e-01
1.418531485e+00 5.08935e-08 1.50745e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.94296e-01 1.00000e+00 1.00000e+00 9.96933e-01 3.41463e-01
1.418545670e+00 1.80457e-07 5.32216e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.94878e-01 1.00000e+00 1.00000e+00 9.96933e-01 3.41894e-01
1.418559856e+00 6.75272e-08 1.98331e-07 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98091e-01 1.00000e+00 1.00000e+00 9.96933e-01 3.42325e-01
1.418574041e+00 7.57341e-09 2.21983e-08 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98892e-01 1.00000e+00 1.00000e+00 9.96933e-01 3.42757e-01
1.418588227e+00 2.67372e-10 7.82299e-10 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99363e-01 1.00000e+00 1.00000e+00 9.96933e-01 3.43190e-01
1.418602413e+00 1.81539e-12 5.30464e-12 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99364e-01 1.00000e+00 1.00000e+00 9.96933e-01 3.43623e-01
1.418616599e+00 7.55661e-16 2.20579e-15 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98919e-01 1.00000e+00 1.00000e+00 9.96933e-01 3.44057e-01
1.418630785e+00 1.36251e-21 3.97623e-21 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98469e-01 1.00000e+00 1.00000e+00 9.96934e-01 3.44491e-01
1.418644971e+00 1.48416e-32 4.32442e-32 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98935e-01 1.00000e+00 1.00000e+00 9.96934e-01 3.44926e-01
1.418659158e+00 1.81723e-57 5.28749e-57 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97323e-01 1.00000e+00 1.00000e+00 9.96934e-01 3.45362e-01
1.418673344e+00 5.91436e-126 1.72775e-125 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96394e-01 1.00000e+00 1.00000e+00 9.96934e-01 3.45798e-01
1.418687531e+00 2.42675e-140 7.03341e-140 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98809e-01 1.00000e+00 1.00000e+00 9.96934e-01 3.46234e-01
1.418701718e+00 1.65989e-64 4.81169e-64 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98378e-01 1.00000e+00 1.00000e+00 9.96934e-01 3.46671e-01
1.418715905e+00 6.79825e-38 1.96621e-37 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98490e-01 1.00000e+00 1.00000e+00 9.96934e-01 3.47109e-01
1.418730092e+00 6.46170e-28 1.86698e-27 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97930e-01 1.00000e+00 1.00000e+00 9.96934e-01 3.47547e-01
1.418744279e+00 2.15483e-25 6.21618e-25 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98946e-01 1.00000e+00 1.00000e+00 9.96935e-01 3.47986e-01
1.418758467e+00 9.98669e-24 2.87602e-23 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99134e-01 1.00000e+00 1.00000e+00 9.96935e-01 3.48425e-01
1.418772654e+00 1.86117e-20 5.36272e-20 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98247e-01 1.00000e+00 1.00000e+00 9.96935e-01 3.48865e-01
1.418786842e+00 5.51749e-20 1.58931e-19 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97467e-01 1.00000e+00 1.00000e+00 9.96935e-01 3.49305e-01
1.418801030e+00 1.72748e-21 4.96218e-21 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99112e-01 1.00000e+00 1.00000e+00 9.96935e-01 3.49746e-01
1.418815218e+00 1.12635e-25 3.23051e-25 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99241e-01 1.00000e+00 1.00000e+00 9.96935e-01 3.50188e-01
1.418829406e+00 5.63674e-32 1.61444e-31 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99430e-01 1.00000e+00 1.00000e+00 9.96935e-01 3.50630e-01
1.418843595e+00 2.84110e-47 8.12641e-47 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99415e-01 1.00000e+00 1.00000e+00 9.96935e-01 3.51073e-01
1.418857783e+00 9.90474e-59 2.82952e-58 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98754e-01 1.00000e+00 1.00000e+00 9.96936e-01 3.51516e-01
1.418871972e+00 8.19033e-69 2.34114e-68 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98134e-01 1.00000e+00 1.00000e+00 9.96936e-01 3.51960e-01
1.418886160e+00 4.33662e-119 1.23749e-118 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98148e-01 1.00000e+00 1.00000e+00 9.96936e-01 3.52404e-01
1.418900349e+00 1.38338e-321 3.95253e-321 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.95611e-01 1.00000e+00 1.00000e+00 9.96936e-01 3.52849e-01
1.418914538e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97576e-01 1.00000e+00 1.00000e+00 9.96936e-01 3.53295e-01
1.418928727e+00 5.47316e-184 1.55191e-183 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99261e-01 1.00000e+00 1.00000e+00 9.96936e-01 3.53741e-01
1.418942917e+00 1.54620e-147 4.38026e-147 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99422e-01 1.00000e+00 1.00000e+00 9.96936e-01 3.54187e-01
1.418957106e+00 2.25158e-152 6.37656e-152 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99079e-01 1.00000e+00 1.00000e+00 9.96936e-01 3.54634e-01
1.418971296e+00 2.60395e-270 7.36739e-270 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99317e-01 1.00000e+00 1.00000e+00 9.96937e-01 3.55082e-01
1.418985485e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99525e-01 1.00000e+00 1.00000e+00 9.96937e-01 3.55530e-01
1.418999675e+00 2.11877e-197 5.97073e-197 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99454e-01 1.00000e+00 1.00000e+00 9.96937e-01 3.55979e-01
1.419013865e+00 9.78062e-190 2.75571e-189 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98861e-01 1.00000e+00 1.00000e+00 9.96937e-01 3.56429e-01
1.419028055e+00 2.11111e-236 5.97054e-236 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.94522e-01 1.00000e+00 1.00000e+00 9.96937e-01 3.56879e-01
1.419042246e+00 6.75694e-95 1.90006e-94 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96536e-01 1.00000e+00 1.00000e+00 9.96937e-01 3.57330e-01
1.419056436e+00 5.91591e-56 1.66455e-55 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.96230e-01 1.00000e+00 1.00000e+00 9.96937e-01 3.57781e-01
1.419070627e+00 1.48333e-47 4.15982e-47 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97367e-01 1.00000e+00 1.00000e+00 9.96937e-01 3.58233e-01
1.419084817e+00 1.93728e-43 5.42416e-43 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.98420e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.58685e-01
1.419099008e+00 1.75625e-34 4.91630e-34 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97593e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.59138e-01
1.419113199e+00 1.42618e-33 3.99683e-33 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.94146e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.59591e-01
1.419127390e+00 8.07670e-37 2.28117e-36 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.85705e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.60045e-01
1.419141581e+00 4.16150e-51 1.17876e-50 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.89629e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.60500e-01
1.419155773e+00 7.38131e-94 2.06595e-93 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.94483e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.60955e-01
1.419169964e+00 2.79558e-118 7.76461e-118 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.97622e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.61411e-01
1.419184156e+00 8.06962e-60 2.23719e-59 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99036e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.61867e-01
1.419198348e+00 1.21417e-41 3.36155e-41 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99315e-01 1.00000e+00 1.00000e+00 9.96938e-01 3.62324e-01
1.419212540e+00 1.62665e-37 4.49905e-37 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99374e-01 1.00000e+00 1.00000e+00 9.96939e-01 3.62782e-01
1.419226732e+00 3.34978e-38 9.25994e-38 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99413e-01 1.00000e+00 1.00000e+00 9.96939e-01 3.63240e-01
1.419240924e+00 4.27050e-46 1.17922e-45 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 9.99316e-01 1.00000e+00 1.00000e+00 9.96939e-01 3.63699e-01
